16,3,19,5,18,3,2,19,18,2,3,7,14,11,5,12,32
3,19,5,18,3,2,19,18,2,3,7,14,11,5,12,3,32
19,5,18,3,2,19,18,2,3,7,14,11,5,12,3,3,32
5,18,3,2,19,18,2,3,7,14,11,5,12,3,3,18,32
18,3,2,19,18,2,3,7,14,11,5,12,3,3,18,2,32
3,2,19,18,2,3,7,14,11,5,12,3,3,18,2,5,32
3,2,8,9,7,8,14,9,14,8,11,8,8,7,9,9,32
2,8,9,7,8,14,9,14,8,11,8,8,7,9,9,9,32
8,9,7,8,14,9,14,8,11,8,8,7,9,9,9,14,32
9,7,8,14,9,14,8,11,8,8,7,9,9,9,14,11,32
7,8,14,9,14,8,11,8,8,7,9,9,9,14,11,9,32
8,14,9,14,8,11,8,8,7,9,9,9,14,11,9,5,32
14,9,14,8,11,8,8,7,9,9,9,14,11,9,5,3,32
9,14,8,11,8,8,7,9,9,9,14,11,9,5,3,13,32
14,8,11,8,8,7,9,9,9,14,11,9,5,3,13,18,32
8,11,8,8,7,9,9,9,14,11,9,5,3,13,18,18,32
11,8,8,7,9,9,9,14,11,9,5,3,13,18,18,5,32
8,8,7,9,9,9,14,11,9,5,3,13,18,18,5,5,32
8,7,9,9,9,14,11,9,5,3,13,18,18,5,5,5,32
7,9,9,9,14,11,9,5,3,13,18,18,5,5,5,5,32
9,9,9,14,11,9,5,3,13,18,18,5,5,5,5,4,32
9,9,14,11,9,5,3,13,18,18,5,5,5,5,4,4,32
9,14,11,9,5,3,13,18,18,5,5,5,5,4,4,12,32
14,11,9,5,3,13,18,18,5,5,5,5,4,4,12,5,32
11,9,5,3,13,18,18,5,5,5,5,4,4,12,5,5,32
9,5,3,13,18,18,5,5,5,5,4,4,12,5,5,11,32
5,3,13,18,18,5,5,5,5,4,4,12,5,5,11,2,32
3,13,18,18,5,5,5,5,4,4,12,5,5,11,2,14,32
13,18,18,5,5,5,5,4,4,12,5,5,11,2,14,5,32
18,18,5,5,5,5,4,4,12,5,5,11,2,14,5,3,32
18,5,5,5,5,4,4,12,5,5,11,2,14,5,3,5,32
5,5,5,5,4,4,12,5,5,11,2,14,5,3,5,5,32
5,5,5,4,4,12,5,5,11,2,14,5,3,5,5,3,25
5,5,4,4,12,5,5,11,2,14,5,3,5,5,3,4,25
5,4,4,12,5,5,11,2,14,5,3,5,5,3,4,4,25
4,4,12,5,5,11,2,14,5,3,5,5,3,4,4,3,25
4,12,5,5,11,2,14,5,3,5,5,3,4,4,3,4,25
12,5,5,11,2,14,5,3,5,5,3,4,4,3,4,3,25
5,5,11,2,14,5,3,5,5,3,4,4,3,4,3,3,25
5,11,2,14,5,3,5,5,3,4,4,3,4,3,3,5,25
11,2,14,5,3,5,5,3,4,4,3,4,3,3,5,11,25
2,14,5,3,5,5,3,4,4,3,4,3,3,5,11,2,25
11,16,3,6,5,7,8,14,8,5,18,14,14,8,11,5,32
16,3,6,5,7,8,14,8,5,18,14,14,8,11,5,5,32
3,6,5,7,8,14,8,5,18,14,14,8,11,5,5,5,32
6,5,7,8,14,8,5,18,14,14,8,11,5,5,5,3,32
5,7,8,14,8,5,18,14,14,8,11,5,5,5,3,11,32
7,8,14,8,5,18,14,14,8,11,5,5,5,3,11,18,32
8,14,8,5,18,14,14,8,11,5,5,5,3,11,18,4,32
14,8,5,18,14,14,8,11,5,5,5,3,11,18,4,2,32
8,5,18,14,14,8,11,5,5,5,3,11,18,4,2,1,32
5,18,14,14,8,11,5,5,5,3,11,18,4,2,1,13,32
18,14,14,8,11,5,5,5,3,11,18,4,2,1,13,5,32
14,14,8,11,5,5,5,3,11,18,4,2,1,13,5,1,32
14,8,11,5,5,5,3,11,18,4,2,1,13,5,1,5,32
8,11,5,5,5,3,11,18,4,2,1,13,5,1,5,2,32
11,5,5,5,3,11,18,4,2,1,13,5,1,5,2,2,32
5,5,5,3,11,18,4,2,1,13,5,1,5,2,2,8,32
5,5,3,11,18,4,2,1,13,5,1,5,2,2,8,5,32
5,3,11,18,4,2,1,13,5,1,5,2,2,8,5,5,32
3,11,18,4,2,1,13,5,1,5,2,2,8,5,5,2,32
11,18,4,2,1,13,5,1,5,2,2,8,5,5,2,7,32
18,4,2,1,13,5,1,5,2,2,8,5,5,2,7,7,32
4,2,1,13,5,1,5,2,2,8,5,5,2,7,7,9,32
5,5,5,3,11,12,5,1,4,4,7,5,11,14,11,8,32
5,5,3,11,12,5,1,4,4,7,5,11,14,11,8,4,32
5,3,11,12,5,1,4,4,7,5,11,14,11,8,4,3,32
3,11,12,5,1,4,4,7,5,11,14,11,8,4,3,5,32
11,12,5,1,4,4,7,5,11,14,11,8,4,3,5,5,32
12,5,1,4,4,7,5,11,14,11,8,4,3,5,5,5,32
5,1,4,4,7,5,11,14,11,8,4,3,5,5,5,1,25
1,4,4,7,5,11,14,11,8,4,3,5,5,5,1,5,25
4,4,7,5,11,14,11,8,4,3,5,5,5,1,5,13,32
4,7,5,11,14,11,8,4,3,5,5,5,1,5,13,5,32
7,5,11,14,11,8,4,3,5,5,5,1,5,13,5,2,32
5,11,14,11,8,4,3,5,5,5,1,5,13,5,2,4,32
11,14,11,8,4,3,5,5,5,1,5,13,5,2,4,5,32
14,11,8,4,3,5,5,5,1,5,13,5,2,4,5,5,32
11,8,4,3,5,5,5,1,5,13,5,2,4,5,5,5,32
8,4,3,5,5,5,1,5,13,5,2,4,5,5,5,5,32
4,3,5,5,5,1,5,13,5,2,4,5,5,5,5,5,32
3,5,5,5,1,5,13,5,2,4,5,5,5,5,5,2,32
5,5,5,1,5,13,5,2,4,5,5,5,5,5,2,1,32
5,5,1,5,13,5,2,4,5,5,5,5,5,2,1,4,32
5,1,5,13,5,2,4,5,5,5,5,5,2,1,4,22,32
1,5,13,5,2,4,5,5,5,5,5,2,1,4,22,11,32
5,13,5,2,4,5,5,5,5,5,2,1,4,22,11,3,32
13,5,2,4,5,5,5,5,5,2,1,4,22,11,3,5,32
5,2,4,5,5,5,5,5,2,1,4,22,11,3,5,10,32
2,4,5,5,5,5,5,2,1,4,22,11,3,5,10,2,32
4,5,5,5,5,5,2,1,4,22,11,3,5,10,2,3,32
5,5,5,5,5,2,1,4,22,11,3,5,10,2,3,13,32
5,5,5,5,2,1,4,22,11,3,5,10,2,3,13,8,32
5,5,5,2,1,4,22,11,3,5,10,2,3,13,8,4,32
5,5,2,1,4,22,11,3,5,10,2,3,13,8,4,5,32
5,2,1,4,22,11,3,5,10,2,3,13,8,4,5,3,32
2,1,4,22,11,3,5,10,2,3,13,8,4,5,3,1,32
1,4,22,11,3,5,10,2,3,13,8,4,5,3,1,1,32
4,22,11,3,5,10,2,3,13,8,4,5,3,1,1,7,32
22,11,3,5,10,2,3,13,8,4,5,3,1,1,7,4,32
11,3,5,10,2,3,13,8,4,5,3,1,1,7,4,4,32
3,5,10,2,3,13,8,4,5,3,1,1,7,4,4,4,32
5,10,2,3,13,8,4,5,3,1,1,7,4,4,4,20,32
5,5,1,9,3,7,1,24,9,5,3,7,3,3,14,5,25
5,1,9,3,7,1,24,9,5,3,7,3,3,14,5,1,25
1,9,3,7,1,24,9,5,3,7,3,3,14,5,1,7,25
9,3,7,1,24,9,5,3,7,3,3,14,5,1,7,5,25
3,7,1,24,9,5,3,7,3,3,14,5,1,7,5,4,17
7,1,24,9,5,3,7,3,3,14,5,1,7,5,4,5,17
1,24,9,5,3,7,3,3,14,5,1,7,5,4,5,5,24
24,9,5,3,7,3,3,14,5,1,7,5,4,5,5,5,24
9,5,3,7,3,3,14,5,1,7,5,4,5,5,5,3,24
5,3,7,3,3,14,5,1,7,5,4,5,5,5,3,3,24
3,7,3,3,14,5,1,7,5,4,5,5,5,3,3,5,24
7,3,3,14,5,1,7,5,4,5,5,5,3,3,5,4,24
3,3,14,5,1,7,5,4,5,5,5,3,3,5,4,26,32
3,14,5,1,7,5,4,5,5,5,3,3,5,4,26,5,32
14,5,1,7,5,4,5,5,5,3,3,5,4,26,5,19,32
11,2,11,7,12,13,13,15,9,2,5,2,5,11,11,2,32
2,11,7,12,13,13,15,9,2,5,2,5,11,11,2,5,32
11,7,12,13,13,15,9,2,5,2,5,11,11,2,5,2,32
7,12,13,13,15,9,2,5,2,5,11,11,2,5,2,2,32
12,13,13,15,9,2,5,2,5,11,11,2,5,2,2,2,32
13,13,15,9,2,5,2,5,11,11,2,5,2,2,2,4,25
13,15,9,2,5,2,5,11,11,2,5,2,2,2,4,4,25
9,9,2,13,12,10,1,13,5,2,13,13,5,8,5,5,23
9,2,13,12,10,1,13,5,2,13,13,5,8,5,5,5,23
2,13,12,10,1,13,5,2,13,13,5,8,5,5,5,2,23
13,12,10,1,13,5,2,13,13,5,8,5,5,5,2,2,23
12,10,1,13,5,2,13,13,5,8,5,5,5,2,2,5,23
10,1,13,5,2,13,13,5,8,5,5,5,2,2,5,6,23
1,13,5,2,13,13,5,8,5,5,5,2,2,5,6,5,23
13,5,2,13,13,5,8,5,5,5,2,2,5,6,5,4,25
5,2,13,13,5,8,5,5,5,2,2,5,6,5,4,2,25
2,13,13,5,8,5,5,5,2,2,5,6,5,4,2,5,25
13,13,5,8,5,5,5,2,2,5,6,5,4,2,5,3,25
13,5,8,5,5,5,2,2,5,6,5,4,2,5,3,2,25
5,8,5,5,5,2,2,5,6,5,4,2,5,3,2,5,25
8,5,5,5,2,2,5,6,5,4,2,5,3,2,5,5,25
5,5,5,2,2,5,6,5,4,2,5,3,2,5,5,5,25
5,5,2,2,5,6,5,4,2,5,3,2,5,5,5,2,25
5,2,2,5,6,5,4,2,5,3,2,5,5,5,2,13,25
2,2,5,6,5,4,2,5,3,2,5,5,5,2,13,4,25
2,5,6,5,4,2,5,3,2,5,5,5,2,13,4,4,25
5,6,5,4,2,5,3,2,5,5,5,2,13,4,4,2,25
6,5,4,2,5,3,2,5,5,5,2,13,4,4,2,5,25
5,4,2,5,3,2,5,5,5,2,13,4,4,2,5,5,25
4,2,5,3,2,5,5,5,2,13,4,4,2,5,5,2,25
2,5,3,2,5,5,5,2,13,4,4,2,5,5,2,2,25
5,3,2,5,5,5,2,13,4,4,2,5,5,2,2,4,25
3,2,5,5,5,2,13,4,4,2,5,5,2,2,4,2,25
2,5,5,5,2,13,4,4,2,5,5,2,2,4,2,2,32
5,5,5,2,13,4,4,2,5,5,2,2,4,2,2,5,25
5,5,2,13,4,4,2,5,5,2,2,4,2,2,5,2,25
5,2,13,4,4,2,5,5,2,2,4,2,2,5,2,5,25
2,13,4,4,2,5,5,2,2,4,2,2,5,2,5,6,25
13,4,4,2,5,5,2,2,4,2,2,5,2,5,6,5,25
4,4,2,5,5,2,2,4,2,2,5,2,5,6,5,6,25
4,2,5,5,2,2,4,2,2,5,2,5,6,5,6,6,25
2,5,5,2,2,4,2,2,5,2,5,6,5,6,6,5,25
5,5,2,2,4,2,2,5,2,5,6,5,6,6,5,2,25
5,2,2,4,2,2,5,2,5,6,5,6,6,5,2,3,25
2,2,4,2,2,5,2,5,6,5,6,6,5,2,3,5,25
2,4,2,2,5,2,5,6,5,6,6,5,2,3,5,2,25
4,2,2,5,2,5,6,5,6,6,5,2,3,5,2,13,25
2,2,5,2,5,6,5,6,6,5,2,3,5,2,13,5,25
2,5,2,5,6,5,6,6,5,2,3,5,2,13,5,5,25
5,2,5,6,5,6,6,5,2,3,5,2,13,5,5,3,25
2,5,6,5,6,6,5,2,3,5,2,13,5,5,3,5,25
5,6,5,6,6,5,2,3,5,2,13,5,5,3,5,5,25
6,5,6,6,5,2,3,5,2,13,5,5,3,5,5,5,25
5,6,6,5,2,3,5,2,13,5,5,3,5,5,5,11,25
6,6,5,2,3,5,2,13,5,5,3,5,5,5,11,2,25
5,11,5,2,5,3,2,3,1,5,18,5,2,13,3,3,25
11,5,2,5,3,2,3,1,5,18,5,2,13,3,3,5,25
5,2,5,3,2,3,1,5,18,5,2,13,3,3,5,2,25
2,5,3,2,3,1,5,18,5,2,13,3,3,5,2,5,25
5,3,2,3,1,5,18,5,2,13,3,3,5,2,5,5,25
3,2,3,1,5,18,5,2,13,3,3,5,2,5,5,5,25
2,3,1,5,18,5,2,13,3,3,5,2,5,5,5,2,25
3,1,5,18,5,2,13,3,3,5,2,5,5,5,2,5,25
1,5,18,5,2,13,3,3,5,2,5,5,5,2,5,5,25
5,18,5,2,13,3,3,5,2,5,5,5,2,5,5,5,25
18,5,2,13,3,3,5,2,5,5,5,2,5,5,5,1,25
5,2,13,3,3,5,2,5,5,5,2,5,5,5,1,5,25
2,13,3,3,5,2,5,5,5,2,5,5,5,1,5,5,25
13,3,3,5,2,5,5,5,2,5,5,5,1,5,5,5,25
3,3,5,2,5,5,5,2,5,5,5,1,5,5,5,5,25
3,5,2,5,5,5,2,5,5,5,1,5,5,5,5,5,25
5,2,5,5,5,2,5,5,5,1,5,5,5,5,5,3,25
2,5,5,5,2,5,5,5,1,5,5,5,5,5,3,4,25
5,5,5,2,5,5,5,1,5,5,5,5,5,3,4,5,25
5,5,2,5,5,5,1,5,5,5,5,5,3,4,5,2,25
5,2,5,5,5,1,5,5,5,5,5,3,4,5,2,5,25
2,5,5,5,1,5,5,5,5,5,3,4,5,2,5,13,25
5,5,5,1,5,5,5,5,5,3,4,5,2,5,13,13,25
5,5,1,5,5,5,5,5,3,4,5,2,5,13,13,5,25
5,1,5,5,5,5,5,3,4,5,2,5,13,13,5,11,25
1,5,5,5,5,5,3,4,5,2,5,13,13,5,11,5,25
5,5,5,5,5,3,4,5,2,5,13,13,5,11,5,5,25
5,5,5,5,3,4,5,2,5,13,13,5,11,5,5,5,25
5,5,5,3,4,5,2,5,13,13,5,11,5,5,5,5,25
5,5,3,4,5,2,5,13,13,5,11,5,5,5,5,3,25
5,3,4,5,2,5,13,13,5,11,5,5,5,5,3,2,25
2,5,5,1,5,2,5,5,13,21,5,4,3,2,4,2,25
5,5,1,5,2,5,5,13,21,5,4,3,2,4,2,3,25
5,1,5,2,5,5,13,21,5,4,3,2,4,2,3,5,32
1,5,2,5,5,13,21,5,4,3,2,4,2,3,5,1,25
5,2,5,5,13,21,5,4,3,2,4,2,3,5,1,5,25
2,5,5,13,21,5,4,3,2,4,2,3,5,1,5,2,32
5,5,13,21,5,4,3,2,4,2,3,5,1,5,2,13,25
5,13,21,5,4,3,2,4,2,3,5,1,5,2,13,5,25
13,21,5,4,3,2,4,2,3,5,1,5,2,13,5,5,32
21,5,4,3,2,4,2,3,5,1,5,2,13,5,5,5,25
5,4,3,2,4,2,3,5,1,5,2,13,5,5,5,5,25
4,3,2,4,2,3,5,1,5,2,13,5,5,5,5,5,32
3,2,4,2,3,5,1,5,2,13,5,5,5,5,5,5,25
2,4,2,3,5,1,5,2,13,5,5,5,5,5,5,5,25
4,2,3,5,1,5,2,13,5,5,5,5,5,5,5,5,25
2,3,5,1,5,2,13,5,5,5,5,5,5,5,5,2,25
3,5,1,5,2,13,5,5,5,5,5,5,5,5,2,5,25
5,1,5,2,13,5,5,5,5,5,5,5,5,2,5,5,25
1,5,2,13,5,5,5,5,5,5,5,5,2,5,5,4,25
5,2,13,5,5,5,5,5,5,5,5,2,5,5,4,2,25
2,13,5,5,5,5,5,5,5,5,2,5,5,4,2,2,25
13,5,5,5,5,5,5,5,5,2,5,5,4,2,2,2,25
5,5,5,5,5,5,5,5,2,5,5,4,2,2,2,4,25
5,5,5,5,5,5,5,2,5,5,4,2,2,2,4,5,25
5,5,5,5,5,5,2,5,5,4,2,2,2,4,5,2,25
5,5,5,5,5,2,5,5,4,2,2,2,4,5,2,3,25
5,5,5,5,2,5,5,4,2,2,2,4,5,2,3,8,25
5,5,5,2,5,5,4,2,2,2,4,5,2,3,8,5,25
5,5,2,5,5,4,2,2,2,4,5,2,3,8,5,5,25
5,2,5,5,4,2,2,2,4,5,2,3,8,5,5,2,25
2,5,5,4,2,2,2,4,5,2,3,8,5,5,2,3,25
5,5,4,2,2,2,4,5,2,3,8,5,5,2,3,11,25
5,4,2,2,2,4,5,2,3,8,5,5,2,3,11,3,25
4,2,2,2,4,5,2,3,8,5,5,2,3,11,3,11,25
2,2,2,4,5,2,3,8,5,5,2,3,11,3,11,5,25
2,2,4,5,2,3,8,5,5,2,3,11,3,11,5,5,25
2,4,5,2,3,8,5,5,2,3,11,3,11,5,5,4,25
4,5,2,3,8,5,5,2,3,11,3,11,5,5,4,5,25
5,2,3,8,5,5,2,3,11,3,11,5,5,4,5,5,25
2,3,8,5,5,2,3,11,3,11,5,5,4,5,5,9,25
3,8,5,5,2,3,11,3,11,5,5,4,5,5,9,8,25
8,5,5,2,3,11,3,11,5,5,4,5,5,9,8,2,25
5,5,2,3,11,3,11,5,5,4,5,5,9,8,2,2,25
5,2,3,11,3,11,5,5,4,5,5,9,8,2,2,2,25
2,3,11,3,11,5,5,4,5,5,9,8,2,2,2,5,25
3,11,3,11,5,5,4,5,5,9,8,2,2,2,5,1,25
11,3,11,5,5,4,5,5,9,8,2,2,2,5,1,5,25
3,11,5,5,4,5,5,9,8,2,2,2,5,1,5,5,25
11,5,5,4,5,5,9,8,2,2,2,5,1,5,5,5,25
5,5,4,5,5,9,8,2,2,2,5,1,5,5,5,5,25
5,4,5,5,9,8,2,2,2,5,1,5,5,5,5,5,25
4,5,5,9,8,2,2,2,5,1,5,5,5,5,5,5,25
5,5,9,8,2,2,2,5,1,5,5,5,5,5,5,3,25
5,9,8,2,2,2,5,1,5,5,5,5,5,5,3,2,25
9,8,2,2,2,5,1,5,5,5,5,5,5,3,2,5,25
8,2,2,2,5,1,5,5,5,5,5,5,3,2,5,4,25
2,2,2,5,1,5,5,5,5,5,5,3,2,5,4,3,25
2,2,5,1,5,5,5,5,5,5,3,2,5,4,3,5,25
