id,userid,date,time,category,zone
7937180,181,10/7/2010,8:14:56 PM,936,25
7937179,181,10/7/2010,8:32:33 PM,936,25
7937178,181,10/7/2010,9:01:28 PM,199,25
7937177,181,10/7/2010,9:59:18 PM,942,25
7937176,181,10/7/2010,10:37:18 PM,6,25
7937175,181,10/7/2010,11:19:12 PM,942,25
5305167,289,10/30/2009,12:23:35 AM,199,25
5305166,289,10/30/2009,1:50:48 AM,21,25
5305165,289,10/30/2009,3:59:54 AM,7,25
5305164,289,10/30/2009,4:42:56 AM,199,25
5305163,289,10/30/2009,5:28:13 PM,925,25
5305162,289,10/30/2009,6:36:15 PM,7,32
5305161,289,10/30/2009,6:38:50 PM,12,32
5305160,289,10/30/2009,6:43:33 PM,935,32
5305159,289,10/30/2009,6:54:14 PM,942,32
5305158,289,10/30/2009,6:55:13 PM,942,32
5305157,289,10/30/2009,6:59:09 PM,935,32
5305156,289,10/30/2009,7:01:20 PM,5,32
5305155,289,10/30/2009,7:02:15 PM,12,32
5305154,289,10/30/2009,7:04:24 PM,942,32
5305153,289,10/30/2009,7:08:53 PM,942,32
5305152,289,10/30/2009,7:12:56 PM,3,32
5305151,289,10/30/2009,7:13:50 PM,942,32
5305150,289,10/30/2009,7:27:03 PM,935,32
5305149,289,10/30/2009,10:33:03 PM,7,25
5304029,289,7/17/2010,2:09:12 AM,3,25
5304028,289,7/17/2010,2:12:37 AM,928,25
5304027,289,7/17/2010,2:39:04 AM,199,25
5304026,289,7/17/2010,4:56:25 AM,4,25
5304025,289,7/17/2010,3:40:03 PM,199,25
5304024,289,7/17/2010,3:58:29 PM,7,25
5304023,289,7/17/2010,4:27:39 PM,935,32
5304022,289,7/17/2010,6:39:15 PM,6,32
5304021,289,7/17/2010,7:00:43 PM,4,32
5304020,289,7/17/2010,8:21:08 PM,942,32
5304019,289,7/17/2010,8:43:11 PM,935,25
5304018,289,7/17/2010,9:57:12 PM,942,25
5304017,289,7/17/2010,9:59:49 PM,936,25
5304016,289,7/17/2010,10:10:14 PM,35,25
5304015,289,7/17/2010,10:29:35 PM,6,25
5304014,289,7/17/2010,10:33:46 PM,6,25
5304013,289,7/17/2010,11:21:58 PM,199,25
10684078,374,1/16/2010,12:40:08 AM,4,32
10684077,374,1/16/2010,2:31:05 AM,80,32
10684076,374,1/16/2010,2:35:35 PM,7,32
10684075,374,1/16/2010,2:49:29 PM,3,25
10684074,374,1/16/2010,2:54:08 PM,7,25
10684073,374,1/16/2010,3:01:57 PM,6,25
10684072,374,1/16/2010,3:59:25 PM,6,32
10684071,374,1/16/2010,4:16:22 PM,942,32
10684070,374,1/16/2010,4:23:39 PM,12,32
10684069,374,1/16/2010,4:24:37 PM,3,32
10684068,374,1/16/2010,4:24:46 PM,942,32
10684067,374,1/16/2010,4:27:35 PM,942,32
10684066,374,1/16/2010,4:27:54 PM,5,32
10684065,374,1/16/2010,4:29:54 PM,13,32
10684064,374,1/16/2010,4:30:19 PM,935,32
10684063,374,1/16/2010,4:30:32 PM,5,32
10684062,374,1/16/2010,4:30:44 PM,935,32
10684061,374,1/16/2010,4:31:00 PM,935,32
10684060,374,1/16/2010,4:31:11 PM,935,32
10684059,374,1/16/2010,4:31:20 PM,935,32
10684058,374,1/16/2010,4:33:16 PM,5,32
10684057,374,1/16/2010,4:33:25 PM,935,32
10684056,374,1/16/2010,4:33:33 PM,12,32
10684055,374,1/16/2010,4:33:43 PM,935,32
10684054,374,1/16/2010,4:33:56 PM,935,32
10684053,374,1/16/2010,4:35:07 PM,942,32
10684052,374,1/16/2010,4:38:17 PM,13,32
10684051,374,1/16/2010,4:39:20 PM,942,32
10684050,374,1/16/2010,4:40:30 PM,942,32
10684049,374,1/16/2010,4:41:59 PM,935,32
10684048,374,1/16/2010,4:42:49 PM,935,32
10684047,374,1/16/2010,4:43:50 PM,13,32
10684046,374,1/16/2010,4:45:50 PM,21,32
10684045,374,1/16/2010,4:56:22 PM,7,32
12308493,612,12/22/2009,6:22:12 PM,3,15
12308492,612,12/22/2009,6:22:33 PM,3,22
12308491,612,12/22/2009,6:24:23 PM,3,23
12308490,612,12/22/2009,6:31:00 PM,3,22
12308488,612,12/22/2009,6:31:36 PM,3,23
12308487,612,12/22/2009,6:31:46 PM,45,22
12308486,612,12/22/2009,7:13:07 PM,3,15
12308485,612,12/22/2009,7:24:23 PM,7,31
12308484,612,12/22/2009,7:25:24 PM,3,32
12308483,612,12/22/2009,7:25:59 PM,3,32
12308482,612,12/22/2009,7:28:33 PM,5,32
12308481,612,12/22/2009,7:28:41 PM,3,32
12308480,612,12/22/2009,7:28:51 PM,936,32
12308479,612,12/22/2009,7:28:58 PM,12,32
12308478,612,12/22/2009,7:29:20 PM,218,32
12308477,612,12/22/2009,7:29:29 PM,3,32
12308476,612,12/22/2009,7:29:38 PM,12,32
12308475,612,12/22/2009,7:29:47 PM,199,32
12308474,612,12/22/2009,7:30:02 PM,199,32
12308473,612,12/22/2009,7:30:09 PM,4,32
12308472,612,12/22/2009,7:30:21 PM,199,32
12308471,612,12/22/2009,7:30:29 PM,3,32
12308470,612,12/22/2009,7:30:44 PM,3,32
12308469,612,12/22/2009,7:30:52 PM,7,32
12308468,612,12/22/2009,7:31:00 PM,925,32
12308467,612,12/22/2009,7:36:50 PM,4,32
12308466,612,12/22/2009,7:37:23 PM,7,32
12308465,612,12/22/2009,7:38:09 PM,133,32
12308464,612,12/22/2009,7:39:41 PM,178,32
12308463,612,12/22/2009,7:39:50 PM,7,32
12308462,612,12/22/2009,7:39:57 PM,4,32
12308461,612,12/22/2009,7:40:04 PM,7,32
12308460,612,12/22/2009,7:40:47 PM,7,32
12308459,612,12/22/2009,7:41:05 PM,7,32
12308458,612,12/22/2009,7:41:30 PM,178,32
12308457,612,12/22/2009,7:41:47 PM,6,32
12308456,612,12/22/2009,7:41:59 PM,7,32
12308455,612,12/22/2009,7:43:50 PM,7,32
12308454,612,12/22/2009,7:44:04 PM,7,32
12308453,612,12/22/2009,7:44:25 PM,7,32
12308452,612,12/22/2009,7:46:16 PM,7,32
12308451,612,12/22/2009,7:46:28 PM,7,32
12308450,612,12/22/2009,7:46:39 PM,7,32
12308449,612,12/22/2009,7:48:53 PM,5,32
12308448,612,12/22/2009,7:52:43 PM,207,32
12308447,612,12/22/2009,7:53:07 PM,12,32
12308446,612,12/22/2009,7:53:16 PM,942,32
12308445,612,12/22/2009,7:54:35 PM,13,32
12308444,612,12/22/2009,7:55:15 PM,935,32
12308443,612,12/22/2009,7:55:43 PM,942,32
12308442,612,12/22/2009,7:55:50 PM,942,32
12308441,612,12/22/2009,7:55:59 PM,942,32
12308440,612,12/22/2009,7:56:33 PM,935,32
12308439,612,12/22/2009,7:56:44 PM,5,32
12308438,612,12/22/2009,7:56:55 PM,13,32
12308437,612,12/22/2009,7:59:43 PM,7,32
12308436,612,12/22/2009,7:59:59 PM,7,32
12308435,612,12/22/2009,8:00:15 PM,7,32
12308434,612,12/22/2009,8:00:29 PM,7,32
12308433,612,12/22/2009,8:01:32 PM,6,32
12308432,612,12/22/2009,8:01:52 PM,7,32
12308431,612,12/22/2009,8:02:00 PM,7,32
12308430,612,12/22/2009,8:02:15 PM,191,32
12308429,612,12/22/2009,8:02:40 PM,6,32
12308428,612,12/22/2009,8:03:27 PM,7,32
12308427,612,12/22/2009,8:03:57 PM,7,32
12308426,612,12/22/2009,8:04:08 PM,7,32
12308425,612,12/22/2009,8:04:43 PM,21,32
12308424,612,12/22/2009,8:04:50 PM,7,32
12308423,612,12/22/2009,8:04:57 PM,7,32
12308422,612,12/22/2009,8:05:05 PM,7,32
12308421,612,12/22/2009,8:06:24 PM,925,32
12308420,612,12/22/2009,8:06:34 PM,6,32
12308419,612,12/22/2009,8:06:48 PM,21,32
12308418,612,12/22/2009,8:06:56 PM,6,32
12308417,612,12/22/2009,9:10:30 PM,80,32
12308416,612,12/22/2009,9:33:29 PM,7,32
12308415,612,12/22/2009,9:39:10 PM,35,32
12308414,612,12/22/2009,9:40:17 PM,6,32
12308413,612,12/22/2009,9:40:34 PM,936,32
12308412,612,12/22/2009,10:09:14 PM,80,32
12308411,612,12/22/2009,10:11:28 PM,35,32
12308410,612,12/22/2009,10:11:41 PM,936,25
12308409,612,12/22/2009,10:22:51 PM,6,32
12308408,612,12/22/2009,11:40:54 PM,13,32
12308407,612,12/22/2009,11:41:08 PM,5,32
12308406,612,12/22/2009,11:45:11 PM,12,32
12308405,612,12/22/2009,11:46:38 PM,7,32
12308404,612,12/22/2009,11:50:03 PM,205,32
12308403,612,12/22/2009,11:50:20 PM,6,32
12308402,612,12/22/2009,11:50:32 PM,6,32
12308401,612,12/22/2009,11:50:44 PM,35,32
12308400,612,12/22/2009,11:50:52 PM,936,32
12308399,612,12/22/2009,11:51:01 PM,7,32
12308398,612,12/23/2009,12:08:33 AM,6,32
12308397,612,12/23/2009,12:08:51 AM,936,32
12308396,612,12/23/2009,3:20:13 PM,935,32
12308395,612,12/23/2009,3:20:31 PM,942,32
12308394,612,12/23/2009,3:20:53 PM,13,32
12308393,612,12/23/2009,3:22:20 PM,935,32
12308392,612,12/23/2009,3:27:59 PM,5,32
12308391,612,12/23/2009,3:28:18 PM,942,32
12308390,612,12/23/2009,3:45:12 PM,5,32
12308389,612,12/23/2009,3:50:17 PM,935,32
12308388,612,12/23/2009,3:51:21 PM,12,32
12308387,612,12/23/2009,3:57:34 PM,935,32
12308386,612,12/23/2009,4:01:14 PM,935,32
12308385,612,12/23/2009,4:01:35 PM,13,32
12308384,612,12/23/2009,4:03:16 PM,942,32
12308383,612,12/23/2009,4:04:32 PM,942,32
12308382,612,12/23/2009,4:05:49 PM,942,32
12308381,612,12/23/2009,4:06:41 PM,5,32
12308380,612,12/23/2009,4:18:24 PM,12,32
12308379,612,12/23/2009,4:33:52 PM,942,32
12308378,612,12/23/2009,4:42:47 PM,7,32
12308377,612,12/23/2009,4:43:06 PM,6,32
12308376,612,12/23/2009,4:43:52 PM,199,32
12308375,612,12/23/2009,4:44:36 PM,35,32
12308374,612,12/23/2009,4:44:49 PM,35,32
12308373,612,12/23/2009,4:44:57 PM,7,32
12308372,612,12/23/2009,5:55:52 PM,7,25
12308371,612,12/23/2009,5:56:10 PM,7,25
12308370,612,12/23/2009,5:56:43 PM,7,25
12308369,612,12/23/2009,5:56:54 PM,4,25
12308368,612,12/23/2009,5:57:03 PM,4,25
12308367,612,12/23/2009,7:47:20 PM,205,25
12308366,612,12/23/2009,7:48:26 PM,7,25
12308365,612,12/23/2009,7:48:56 PM,7,25
12308364,612,12/23/2009,7:49:12 PM,12,25
12308363,612,12/23/2009,7:55:15 PM,936,25
12308362,612,12/23/2009,7:55:25 PM,5,25
12308361,612,12/23/2009,8:50:08 PM,7,25
12308360,612,12/23/2009,9:05:11 PM,6,25
12308359,612,12/23/2009,9:05:28 PM,7,25
12308358,612,12/23/2009,9:05:34 PM,7,25
12308357,612,12/23/2009,9:05:39 PM,6,25
12308356,612,12/23/2009,9:05:45 PM,4,25
12308355,612,12/23/2009,9:05:52 PM,4,25
12308354,612,12/23/2009,9:06:00 PM,6,25
12308353,612,12/23/2009,9:06:07 PM,4,25
12308352,612,12/23/2009,9:49:01 PM,6,32
12308351,612,12/23/2009,9:49:23 PM,6,32
12308350,612,12/23/2009,9:49:41 PM,7,32
12308349,612,12/23/2009,11:26:08 PM,12,32
12308348,612,12/23/2009,11:26:21 PM,936,32
12308347,612,12/24/2009,1:06:24 AM,12,32
12308346,612,12/24/2009,5:03:38 AM,21,32
12308345,612,12/24/2009,5:03:47 AM,6,32
12308344,612,12/24/2009,5:03:56 AM,925,32
12308343,612,12/24/2009,5:04:12 AM,7,32
12308342,612,12/24/2009,3:58:31 PM,13,32
12308341,612,12/24/2009,3:58:38 PM,935,32
12308340,612,12/24/2009,3:58:55 PM,5,32
12308339,612,12/24/2009,3:59:54 PM,935,32
12308338,612,12/24/2009,4:00:30 PM,7,32
12308337,612,12/24/2009,4:00:42 PM,35,32
12308336,612,12/24/2009,4:06:08 PM,5,32
12308335,612,12/24/2009,5:52:21 PM,5,32
12308334,612,12/24/2009,5:53:36 PM,935,32
12308333,612,12/24/2009,5:54:14 PM,12,32
12308332,612,12/24/2009,5:57:21 PM,7,32
12308331,612,12/24/2009,5:57:44 PM,7,32
12308330,612,12/24/2009,5:57:53 PM,7,32
12308329,612,12/24/2009,5:58:18 PM,6,32
12308328,612,12/24/2009,5:58:32 PM,12,32
12308327,612,12/24/2009,5:59:01 PM,35,32
12308326,612,12/24/2009,6:01:17 PM,4,32
12308324,612,12/24/2009,6:03:14 PM,936,32
12308323,612,12/24/2009,6:03:46 PM,3,32
12308322,612,12/24/2009,6:05:35 PM,199,32
12308321,612,12/24/2009,6:11:32 PM,7,25
12308320,612,12/24/2009,6:11:52 PM,3,25
12308319,612,12/24/2009,6:27:07 PM,7,32
12308318,612,12/24/2009,6:29:35 PM,936,25
12308317,612,12/24/2009,6:31:11 PM,936,25
12308316,612,12/24/2009,6:31:18 PM,935,25
12308315,612,12/24/2009,6:31:28 PM,7,25
12308314,612,12/24/2009,6:31:52 PM,7,25
12308313,612,12/24/2009,6:32:25 PM,936,25
12308312,612,12/24/2009,6:32:44 PM,13,25
12308310,612,12/24/2009,8:46:42 PM,13,25
12308309,612,12/24/2009,9:08:56 PM,942,25
12308308,612,12/25/2009,1:03:21 AM,7,32
12308307,612,12/25/2009,1:03:52 AM,7,32
12308306,612,12/25/2009,1:04:11 AM,7,32
12308305,612,12/25/2009,1:04:42 AM,6,32
12308304,612,12/25/2009,2:33:02 AM,12,32
12308303,612,12/25/2009,3:38:31 AM,205,32
12308302,612,12/25/2009,12:41:51 PM,7,25
12308301,612,12/25/2009,12:44:21 PM,3,25
12308300,612,12/25/2009,12:50:48 PM,4,32
12308299,612,12/25/2009,12:51:20 PM,4,32
12308298,612,12/25/2009,12:51:28 PM,13,32
12308297,612,12/25/2009,12:51:47 PM,7,32
12308296,612,12/25/2009,12:51:58 PM,12,32
12308295,612,12/25/2009,12:52:07 PM,5,32
12308294,612,12/25/2009,12:52:35 PM,12,32
12308293,612,12/25/2009,12:54:23 PM,935,32
12308292,612,12/25/2009,12:54:36 PM,4,32
12308291,612,12/25/2009,12:54:43 PM,6,32
12308290,612,12/25/2009,12:54:51 PM,7,32
12308289,612,12/25/2009,12:54:59 PM,7,32
12308288,612,12/25/2009,12:55:11 PM,7,32
12308287,612,12/25/2009,12:55:27 PM,3,32
12308286,612,12/25/2009,12:55:37 PM,7,32
12308285,612,12/25/2009,12:56:04 PM,199,32
12308284,612,12/25/2009,12:56:26 PM,7,32
12308283,612,12/25/2009,12:56:50 PM,936,32
12308282,612,12/25/2009,12:57:40 PM,4,32
12308281,612,12/25/2009,12:57:52 PM,7,32
12308280,612,12/25/2009,12:57:59 PM,7,32
12308279,612,12/25/2009,12:58:07 PM,7,32
12308278,612,12/25/2009,12:58:16 PM,7,32
12308277,612,12/25/2009,12:59:02 PM,7,32
12308276,612,12/25/2009,12:59:12 PM,936,32
12308275,612,12/25/2009,12:59:22 PM,3,32
12308274,612,12/25/2009,12:59:48 PM,4,32
12308273,612,12/25/2009,1:00:06 PM,133,32
12308272,612,12/25/2009,1:00:15 PM,12,32
12308271,612,12/25/2009,1:00:22 PM,6,32
12308270,612,12/25/2009,1:00:36 PM,7,32
12308269,612,12/25/2009,1:00:56 PM,127,32
12308268,612,12/25/2009,1:01:29 PM,936,32
12308267,612,12/25/2009,1:01:42 PM,6,32
12308266,612,12/25/2009,1:01:53 PM,199,32
12308265,612,12/25/2009,1:02:01 PM,935,32
12308264,612,12/25/2009,1:02:45 PM,4,32
12308263,612,12/25/2009,1:02:53 PM,7,32
12308262,612,12/25/2009,1:04:18 PM,6,32
12308261,612,12/25/2009,1:04:31 PM,3,32
12308260,612,12/25/2009,1:04:38 PM,3,32
12308259,612,12/25/2009,1:04:46 PM,13,32
12308258,612,12/25/2009,1:09:14 PM,4,32
12308257,612,12/25/2009,1:25:47 PM,4,15
12308256,612,12/25/2009,1:25:55 PM,4,15
12308255,612,12/25/2009,1:26:09 PM,45,15
12307460,612,5/10/2010,3:35:17 PM,7,25
12307459,612,5/10/2010,4:28:18 PM,7,25
12307458,612,5/10/2010,4:47:08 PM,3,25
12307457,612,5/10/2010,4:48:02 PM,942,25
12307456,612,5/10/2010,5:44:49 PM,6,17
12307455,612,5/10/2010,5:46:12 PM,13,17
12307454,612,5/10/2010,7:51:33 PM,3,24
12307453,612,5/10/2010,7:52:01 PM,207,24
12307452,612,5/10/2010,7:52:30 PM,942,24
12307451,612,5/10/2010,8:34:27 PM,7,24
12307450,612,5/10/2010,8:35:20 PM,6,24
12307449,612,5/10/2010,8:35:53 PM,13,24
12307448,612,5/10/2010,10:41:02 PM,6,32
12307447,612,5/10/2010,10:41:58 PM,6,32
12307446,612,5/10/2010,10:45:04 PM,5,32
12307445,612,5/10/2010,10:46:00 PM,7,32
12307444,612,5/10/2010,10:46:27 PM,3,32
12307443,612,5/10/2010,10:48:00 PM,13,32
12307442,612,5/10/2010,11:18:58 PM,7,32
12307441,612,5/10/2010,11:19:39 PM,4,32
12307440,612,5/10/2010,11:20:32 PM,7,32
12307439,612,5/10/2010,11:20:51 PM,7,32
12307438,612,5/10/2010,11:21:59 PM,7,32
12307437,612,5/10/2010,11:22:29 PM,6,32
12307436,612,5/10/2010,11:23:02 PM,6,32
12307435,612,5/10/2010,11:23:39 PM,7,32
12307434,612,5/10/2010,11:26:12 PM,4,32
12307433,612,5/10/2010,11:27:11 PM,131,32
12307432,612,5/10/2010,11:27:32 PM,7,32
12307431,612,5/10/2010,11:28:04 PM,80,32
9809410,825,6/17/2009,12:11:16 AM,12,32
9809409,825,6/17/2009,12:21:01 AM,936,32
9809408,825,6/17/2009,12:29:57 AM,12,32
9809407,825,6/17/2009,12:34:07 AM,13,32
9809406,825,6/17/2009,12:37:25 AM,205,32
9809405,825,6/17/2009,2:44:22 AM,199,25
9809404,825,6/17/2009,2:45:37 AM,199,25
9809403,825,6/17/2009,2:59:54 AM,934,25
9809402,825,6/17/2009,3:00:34 AM,942,32
9809401,825,6/17/2009,3:04:38 AM,936,32
9809400,825,6/17/2009,3:05:03 AM,7,32
9809399,825,6/17/2009,3:05:29 AM,936,32
9809398,825,6/17/2009,3:18:25 AM,7,32
9809397,825,6/17/2009,3:22:53 AM,12,32
9809396,825,6/17/2009,12:54:53 PM,12,32
9809395,825,6/17/2009,12:56:41 PM,936,32
9809394,825,6/17/2009,12:56:56 PM,7,32
9809393,825,6/17/2009,12:58:09 PM,936,32
9809392,825,6/17/2009,12:58:11 PM,936,32
9809391,825,6/17/2009,3:44:11 PM,936,32
9809390,825,6/17/2009,3:57:07 PM,4,32
9809389,825,6/17/2009,3:58:31 PM,4,32
9807913,825,1/27/2010,1:31:30 PM,942,23
9807912,825,1/27/2010,1:31:50 PM,942,23
9807911,825,1/27/2010,1:31:58 PM,936,23
9807910,825,1/27/2010,1:32:09 PM,199,23
9807909,825,1/27/2010,1:33:34 PM,205,23
9807908,825,1/27/2010,1:33:50 PM,127,23
9807907,825,1/27/2010,1:34:03 PM,3,23
9807906,825,1/27/2010,2:18:37 PM,199,25
9807905,825,1/27/2010,2:18:46 PM,7,25
9807904,825,1/27/2010,2:18:53 PM,936,25
9807903,825,1/27/2010,2:18:59 PM,199,25
9807902,825,1/27/2010,2:19:10 PM,199,25
9807901,825,1/27/2010,2:19:20 PM,7,25
9807900,825,1/27/2010,2:19:31 PM,935,25
9807899,825,1/27/2010,2:19:49 PM,7,25
9807898,825,1/27/2010,2:19:54 PM,7,25
9807897,825,1/27/2010,2:20:00 PM,7,25
9807896,825,1/27/2010,2:20:08 PM,936,25
9807895,825,1/27/2010,2:20:15 PM,936,25
9807894,825,1/27/2010,2:20:21 PM,7,25
9807893,825,1/27/2010,2:20:28 PM,925,25
9807892,825,1/27/2010,2:20:34 PM,7,25
9807891,825,1/27/2010,2:20:42 PM,4,25
9807890,825,1/27/2010,2:20:53 PM,936,25
9807889,825,1/27/2010,2:21:02 PM,7,25
9807888,825,1/27/2010,2:21:08 PM,6,25
9807887,825,1/27/2010,2:47:59 PM,936,32
9807886,825,1/27/2010,2:48:05 PM,7,25
9807885,825,1/27/2010,2:48:13 PM,7,25
9807884,825,1/27/2010,2:48:19 PM,7,25
9807883,825,1/27/2010,2:48:37 PM,936,25
9807882,825,1/27/2010,2:48:43 PM,199,25
9807881,825,1/27/2010,2:48:52 PM,4,25
9807880,825,1/27/2010,2:48:59 PM,4,25
9807879,825,1/27/2010,2:49:05 PM,936,25
9807878,825,1/27/2010,2:55:09 PM,7,25
9807877,825,1/27/2010,2:55:18 PM,7,25
9807876,825,1/27/2010,2:55:25 PM,936,25
9807875,825,1/27/2010,2:55:33 PM,936,25
9807874,825,1/27/2010,2:55:43 PM,4,25
9807873,825,1/27/2010,2:55:49 PM,936,25
9807872,825,1/27/2010,2:56:01 PM,936,25
9807871,825,1/27/2010,2:56:07 PM,7,25
9807870,825,1/27/2010,2:56:24 PM,936,25
9807869,825,1/27/2010,2:56:31 PM,7,25
9807868,825,1/27/2010,2:56:37 PM,925,25
9807867,825,1/27/2010,2:56:43 PM,7,25
9807866,825,1/27/2010,2:56:50 PM,925,25
9807865,825,1/27/2010,2:56:56 PM,925,25
9807864,825,1/27/2010,2:57:05 PM,7,25
9807863,825,1/27/2010,2:57:12 PM,936,25
9807862,825,1/27/2010,5:20:00 PM,6,25
9807861,825,1/27/2010,5:20:08 PM,7,25
