5694010,72,10/30/2010,16:08.0,12,25
5694006,72,10/30/2010,24:07.0,12,25
5694002,72,10/30/2010,25:32.0,7,25
5693998,72,10/30/2010,26:05.0,7,25
5693994,72,10/30/2010,27:15.0,4,25
5693990,72,10/30/2010,28:08.0,4,25
5693986,72,10/30/2010,29:31.0,5,25
5693982,72,10/30/2010,30:25.0,6,25
5693978,72,10/30/2010,31:06.0,6,25
5693971,72,10/30/2010,32:12.0,6,25
5693967,72,10/30/2010,33:04.0,3,25
5693963,72,10/30/2010,33:43.0,3,25
9288268,108,6/12/2009,23:52.0,934,25
9288264,108,6/12/2009,28:41.0,934,25
9288260,108,6/12/2009,11:13.0,5,25
9288255,108,6/12/2009,20:40.0,12,32
9288252,108,6/12/2009,47:09.0,5,32
4925437,110,10/13/2009,56:02.0,934,25
4925433,110,10/13/2009,53:11.0,7,25
4925429,110,10/13/2009,05:08.0,6,25
4925425,110,10/13/2009,11:41.0,4,25
4925421,110,10/13/2009,15:31.0,6,25
4925416,110,10/13/2009,25:26.0,4,25
4925342,110,10/23/2009,28:42.0,7,25
4925338,110,10/23/2009,54:05.0,7,25
4925334,110,10/23/2009,38:52.0,934,25
4925329,110,10/23/2009,44:35.0,6,25
4925296,110,10/31/2009,12:50.0,12,25
4925292,110,10/31/2009,26:32.0,934,25
4925288,110,10/31/2009,39:18.0,5,25
4925284,110,10/31/2009,51:43.0,934,32
4925280,110,10/31/2009,03:40.0,12,32
4925276,110,10/31/2009,10:03.0,6,32
4925272,110,10/31/2009,16:58.0,6,32
4925268,110,10/31/2009,29:19.0,12,32
4925264,110,10/31/2009,46:45.0,12,32
4925260,110,10/31/2009,57:47.0,5,32
4925256,110,10/31/2009,03:44.0,5,32
4925252,110,10/31/2009,11:56.0,5,32
4925248,110,10/31/2009,25:27.0,5,32
4925176,110,11/21/2009,27:49.0,4,25
4925172,110,11/21/2009,04:00.0,7,25
4925168,110,11/21/2009,28:34.0,7,25
4925164,110,11/21/2009,35:46.0,7,25
887920,120,10/7/2010,45:33.0,3,34
887916,120,10/7/2010,34:21.0,7,32
887912,120,10/7/2010,48:00.0,934,32
887908,120,10/7/2010,32:27.0,934,32
887904,120,10/7/2010,34:15.0,5,32
887900,120,10/7/2010,42:01.0,6,32
887896,120,10/7/2010,44:11.0,7,32
887892,120,10/7/2010,47:10.0,3,32
887888,120,10/7/2010,10:02.0,5,32
887884,120,10/7/2010,18:36.0,5,32
887880,120,10/7/2010,30:45.0,3,25
887876,120,10/7/2010,54:38.0,7,25
887872,120,10/7/2010,17:39.0,934,32
887868,120,10/7/2010,39:21.0,12,32
887864,120,10/8/2010,55:05.0,12,32
887860,120,10/8/2010,27:19.0,3,32
887856,120,10/8/2010,59:42.0,4,32
887852,120,10/8/2010,07:52.0,934,32
887848,120,10/8/2010,11:46.0,5,32
887844,120,10/8/2010,14:58.0,7,32
887840,120,10/8/2010,17:21.0,6,32
887836,120,10/8/2010,19:20.0,7,32
887832,120,10/8/2010,59:10.0,12,25
887828,120,10/8/2010,05:01.0,934,25
887824,120,10/8/2010,55:05.0,7,25
887820,120,10/8/2010,25:01.0,4,25
887816,120,10/8/2010,27:27.0,12,25
887812,120,10/8/2010,32:12.0,6,25
887808,120,10/8/2010,39:55.0,6,25
887804,120,10/8/2010,43:32.0,12,25
887800,120,10/8/2010,46:42.0,7,25
887791,120,10/8/2010,01:02.0,6,25
887787,120,10/8/2010,05:21.0,5,25
887782,120,10/8/2010,29:14.0,7,25
887777,120,10/8/2010,35:10.0,3,25
887773,120,10/8/2010,41:09.0,6,25
887769,120,10/8/2010,56:42.0,934,25
887764,120,10/8/2010,14:42.0,5,25
887760,120,10/8/2010,25:21.0,5,24
887755,120,10/8/2010,22:49.0,5,25
887751,120,10/8/2010,37:59.0,5,25
887747,120,10/8/2010,40:56.0,934,25
887743,120,10/8/2010,45:45.0,934,25
887739,120,10/8/2010,51:39.0,12,25
887735,120,10/8/2010,54:37.0,12,25
887731,120,10/8/2010,34:10.0,5,25
887727,120,10/8/2010,45:50.0,7,25
887723,120,10/8/2010,48:12.0,6,25
887717,120,10/8/2010,50:23.0,7,25
887713,120,10/8/2010,51:52.0,7,25
887709,120,10/8/2010,57:38.0,4,25
887705,120,10/8/2010,15:11.0,6,25
887701,120,10/8/2010,29:15.0,934,25
887697,120,10/9/2010,16:40.0,12,32
887693,120,10/9/2010,20:38.0,12,32
887689,120,10/9/2010,39:21.0,934,32
887685,120,10/9/2010,58:45.0,3,25
887681,120,10/9/2010,09:08.0,934,25
887677,120,10/9/2010,28:05.0,934,25
887673,120,10/9/2010,45:05.0,5,25
887669,120,10/9/2010,52:45.0,934,25
887665,120,10/9/2010,10:47.0,7,25
887661,120,10/9/2010,59:56.0,934,25
887657,120,10/9/2010,08:21.0,934,25
887653,120,10/9/2010,12:57.0,934,25
887649,120,10/9/2010,14:45.0,5,25
887645,120,10/9/2010,40:04.0,5,25
887641,120,10/9/2010,48:01.0,7,25
887636,120,10/9/2010,54:21.0,7,25
887632,120,10/9/2010,57:58.0,5,25
887628,120,10/9/2010,03:51.0,12,25
887624,120,10/9/2010,06:57.0,3,25
887620,120,10/9/2010,12:08.0,6,25
887616,120,10/9/2010,37:44.0,6,25
887612,120,10/9/2010,42:41.0,6,25
887608,120,10/9/2010,49:05.0,6,25
887603,120,10/9/2010,53:26.0,6,25
887599,120,10/9/2010,59:37.0,6,25
887595,120,10/10/2010,19:39.0,6,25
887591,120,10/10/2010,21:39.0,6,25
887587,120,10/10/2010,50:40.0,12,32
887583,120,10/10/2010,31:55.0,934,32
887579,120,10/10/2010,49:47.0,6,32
887575,120,10/10/2010,57:01.0,934,32
887571,120,10/10/2010,33:58.0,3,32
887565,120,10/10/2010,00:58.0,5,32
887561,120,10/10/2010,05:40.0,12,32
887557,120,10/10/2010,30:21.0,5,32
887553,120,10/10/2010,32:46.0,5,32
887549,120,10/10/2010,35:38.0,5,32
887545,120,10/10/2010,47:02.0,12,32
887541,120,10/10/2010,28:51.0,934,32
887537,120,10/10/2010,42:42.0,5,32
887533,120,10/10/2010,45:25.0,3,32
887529,120,10/10/2010,10:43.0,5,32
887525,120,10/10/2010,24:14.0,12,32
887521,120,10/10/2010,37:26.0,5,32
887517,120,10/10/2010,02:03.0,12,32
887512,120,10/10/2010,13:27.0,5,32
887508,120,10/10/2010,20:40.0,5,32
887504,120,10/10/2010,27:39.0,3,32
887500,120,10/10/2010,32:24.0,5,32
887496,120,10/10/2010,35:18.0,5,32
887492,120,10/10/2010,39:08.0,5,32
887488,120,10/10/2010,42:18.0,6,32
887484,120,10/10/2010,11:05.0,6,32
887480,120,10/10/2010,14:12.0,6,32
887476,120,10/11/2010,43:55.0,7,25
887472,120,10/11/2010,05:12.0,3,25
887468,120,10/11/2010,40:47.0,3,32
887464,120,10/11/2010,25:55.0,3,32
887460,120,10/11/2010,31:12.0,5,32
887455,120,10/11/2010,08:29.0,12,32
887451,120,10/11/2010,35:23.0,12,32
887447,120,10/11/2010,41:45.0,934,32
887443,120,10/11/2010,45:40.0,7,32
887439,120,10/11/2010,13:29.0,5,32
887435,120,10/11/2010,09:06.0,3,32
887431,120,10/11/2010,20:34.0,5,32
887427,120,10/11/2010,22:42.0,5,33
887423,120,10/11/2010,25:23.0,5,32
887419,120,10/11/2010,27:54.0,5,32
887415,120,10/11/2010,29:35.0,5,32
887411,120,10/11/2010,51:52.0,12,32
887407,120,10/11/2010,58:08.0,5,32
887403,120,10/11/2010,02:04.0,5,32
887399,120,10/11/2010,16:38.0,12,32
887395,120,10/11/2010,24:15.0,12,32
887391,120,10/11/2010,36:00.0,7,32
887387,120,10/11/2010,08:44.0,12,32
887382,120,10/11/2010,58:26.0,5,32
887378,120,10/11/2010,10:05.0,934,32
887374,120,10/11/2010,03:41.0,6,25
887370,120,10/11/2010,52:41.0,934,25
887366,120,10/11/2010,57:29.0,12,25
887362,120,10/12/2010,05:55.0,4,25
887358,120,10/12/2010,17:05.0,7,25
887354,120,10/12/2010,43:50.0,934,32
887350,120,10/12/2010,12:22.0,3,25
887346,120,10/12/2010,23:13.0,5,25
887342,120,10/12/2010,26:17.0,5,25
887338,120,10/12/2010,28:16.0,6,25
887334,120,10/12/2010,30:11.0,7,25
887330,120,10/12/2010,39:24.0,3,25
887326,120,10/12/2010,46:00.0,7,25
887322,120,10/12/2010,26:20.0,7,32
887318,120,10/12/2010,32:07.0,6,32
887314,120,10/12/2010,33:14.0,934,32
887310,120,10/12/2010,58:34.0,7,32
887306,120,10/12/2010,52:30.0,6,25
887302,120,10/12/2010,13:03.0,6,25
887298,120,10/12/2010,33:28.0,6,25
887294,120,10/12/2010,35:54.0,12,32
887290,120,10/12/2010,51:06.0,4,32
887286,120,10/12/2010,23:00.0,3,21
12444286,137,7/16/2010,05:06.0,12,25
12444282,137,7/16/2010,54:23.0,934,25
12444278,137,7/16/2010,29:33.0,5,25
12444274,137,7/16/2010,58:18.0,7,34
1753392,151,5/15/2010,41:37.0,3,25
1753388,151,5/15/2010,08:20.0,7,25
1753384,151,5/15/2010,13:02.0,7,25
1753380,151,5/15/2010,17:10.0,4,25
1753376,151,5/15/2010,22:19.0,6,25
1753372,151,5/15/2010,34:29.0,934,25
1753368,151,5/15/2010,39:06.0,934,25
1753364,151,5/15/2010,43:25.0,934,25
1753360,151,5/15/2010,47:18.0,5,25
1753356,151,5/15/2010,51:34.0,934,25
1753345,151,5/17/2010,01:07.0,934,25
1753341,151,5/17/2010,36:49.0,934,32
1753337,151,5/17/2010,41:14.0,934,32
1753333,151,5/17/2010,45:23.0,6,32
1753329,151,5/17/2010,08:09.0,12,32
1753325,151,5/17/2010,26:22.0,5,32
1753321,151,5/17/2010,32:04.0,5,32
1753317,151,5/17/2010,43:46.0,5,32
1753313,151,5/17/2010,50:19.0,5,32
1753309,151,5/17/2010,06:11.0,5,32
1753305,151,5/17/2010,36:48.0,5,32
1753301,151,5/17/2010,16:47.0,5,32
1753297,151,5/17/2010,24:37.0,5,32
1753293,151,5/17/2010,39:10.0,5,32
1753289,151,5/17/2010,41:55.0,5,32
1753285,151,5/17/2010,38:33.0,3,32
1753281,151,5/17/2010,42:46.0,7,25
1753277,151,5/17/2010,45:58.0,7,32
1753249,151,5/20/2010,59:07.0,934,33
1753245,151,5/20/2010,54:21.0,5,32
1753241,151,5/20/2010,59:14.0,5,33
1753237,151,5/20/2010,11:04.0,5,32
1753233,151,5/20/2010,28:18.0,12,32
1753229,151,5/20/2010,38:34.0,12,32
1753225,151,5/20/2010,52:57.0,12,32
1753221,151,5/20/2010,09:09.0,7,32
1753217,151,5/20/2010,50:01.0,6,32
1753213,151,5/20/2010,42:35.0,934,32
1753209,151,5/20/2010,45:58.0,934,32
1753205,151,5/20/2010,49:59.0,5,32
1753201,151,5/20/2010,08:36.0,7,32
1753197,151,5/20/2010,11:58.0,7,32
1753193,151,5/20/2010,24:50.0,6,32
1753189,151,5/20/2010,34:41.0,7,32
1753185,151,5/20/2010,51:58.0,934,25
1753181,151,5/20/2010,50:21.0,934,32
1753177,151,5/20/2010,06:45.0,7,32
1753173,151,5/20/2010,13:09.0,4,32
1753169,151,5/20/2010,22:44.0,934,32
1753165,151,5/20/2010,26:53.0,934,32
1753161,151,5/20/2010,30:13.0,934,32
1753157,151,5/20/2010,34:12.0,934,25
1753153,151,5/20/2010,40:24.0,934,32
1753149,151,5/20/2010,54:47.0,7,33
1751684,151,6/15/2010,21:10.0,6,25
1751680,151,6/15/2010,21:59.0,934,25
1751676,151,6/15/2010,23:01.0,7,25
1751672,151,6/15/2010,23:31.0,7,25
1751668,151,6/15/2010,24:20.0,4,25
1751664,151,6/15/2010,25:05.0,4,25
1751660,151,6/15/2010,25:42.0,934,25
1751656,151,6/15/2010,27:34.0,934,25
1751652,151,6/15/2010,28:30.0,4,25
1751648,151,6/15/2010,30:46.0,934,25
1751644,151,6/15/2010,31:39.0,7,25
1751640,151,6/15/2010,32:28.0,3,32
1751636,151,6/15/2010,34:19.0,7,32
1751632,151,6/15/2010,35:13.0,6,32
1751628,151,6/15/2010,35:51.0,6,32
1751624,151,6/15/2010,36:26.0,7,32
1751620,151,6/15/2010,37:17.0,934,32
1751616,151,6/15/2010,38:02.0,7,32
1751612,151,6/15/2010,38:53.0,7,32
1751608,151,6/15/2010,39:51.0,6,32
1751604,151,6/15/2010,40:51.0,3,32
1751600,151,6/15/2010,41:40.0,6,32
1751596,151,6/15/2010,44:01.0,7,32
1751592,151,6/15/2010,44:53.0,7,32
1751588,151,6/15/2010,45:47.0,7,32
1751584,151,6/15/2010,47:15.0,4,32
1751580,151,6/15/2010,48:42.0,7,32
1751576,151,6/15/2010,49:20.0,7,32
1751572,151,6/15/2010,49:53.0,6,32
1751567,151,6/15/2010,50:54.0,3,32
1751563,151,6/15/2010,51:38.0,934,32
1751559,151,6/15/2010,52:27.0,934,32
1751555,151,6/15/2010,10:01.0,4,32
1751551,151,6/15/2010,10:54.0,4,32
1751547,151,6/15/2010,10:18.0,7,32
1751543,151,6/15/2010,11:23.0,12,32
1751539,151,6/15/2010,12:24.0,12,32
1751535,151,6/15/2010,13:05.0,7,32
1751531,151,6/15/2010,13:49.0,6,32
1751527,151,6/15/2010,14:37.0,7,32
1751523,151,6/15/2010,15:25.0,12,32
1751519,151,6/15/2010,16:36.0,12,32
1751515,151,6/15/2010,17:27.0,12,32
